,index,date,content,renderedContent,hashtags,likeCount,location
1548,1548,2020-05-16 18:32:13+00:00,"Almost accurate, except for the fact they forgot to include Saturday &amp; Sunday - which would also be denoted in dark blue. 

Thank you for the laugh @sgmaya21 @CrazyMgmtCons

#BlessedAndGrateful #WFH #appreciativeinquiry #consultant #WorkLife https://t.co/hXmBqisJSI","Almost accurate, except for the fact they forgot to include Saturday &amp; Sunday - which would also be denoted in dark blue. 

Thank you for the laugh @sgmaya21 @CrazyMgmtCons

#BlessedAndGrateful #WFH #appreciativeinquiry #consultant #WorkLife https://t.co/hXmBqisJSI","('BlessedAndGrateful', 'WFH', 'appreciativeinquiry', 'consultant', 'WorkLife')",4,Las Vegas
1549,1549,2020-05-08 17:28:46+00:00,"#WFH still going strong, so are my pajamas 😂🤗 Happy Friday!! @ Las Vegas, Nevada https://t.co/vU8Vtc1cas","#WFH still going strong, so are my pajamas 😂🤗 Happy Friday!! @ Las Vegas, Nevada instagram.com/p/B_723pqAvdS/…","('WFH',)",6,Las Vegas
1550,1550,2020-06-30 02:50:45+00:00,"#Piper had some discussion points for my WebEx #WFH #WorkFromHome #kitty #catsofinsta #catsofinstagram @ Las Vegas, Nevada https://t.co/IeiJ1CPoBa","#Piper had some discussion points for my WebEx #WFH #WorkFromHome #kitty #catsofinsta #catsofinstagram @ Las Vegas, Nevada instagram.com/p/CCCwhQ_BVCr/…","('Piper', 'WFH', 'WorkFromHome', 'kitty', 'catsofinsta', 'catsofinstagram')",0,Las Vegas
1551,1551,2020-06-11 18:56:01+00:00,The best part of #wfh has to be the spontaneous dance parties when appropriate. Dance like no one’s watching #exceptforthedogs 🐶,The best part of #wfh has to be the spontaneous dance parties when appropriate. Dance like no one’s watching #exceptforthedogs 🐶,"('wfh', 'exceptforthedogs')",0,Las Vegas
1552,1552,2020-06-03 08:40:15+00:00,"#WFH sourced by us, rocked by you.                              Hoodie R550             Trackpants R450 #Day69OfLockdown #BlackLivesMatter @ Black Lives Matter https://t.co/v1driXKTmw","#WFH sourced by us, rocked by you.                              Hoodie R550             Trackpants R450 #Day69OfLockdown #BlackLivesMatter @ Black Lives Matter instagram.com/p/CA93DXCDyCQ/…","('WFH', 'Day69OfLockdown', 'BlackLivesMatter')",0,Las Vegas
1553,1553,2020-07-27 20:20:52+00:00,@ClarkCountySch i’d like to see where I can jump in and help parents #wfh. I am somewhat tech savvy parents. My youngest just graduated@ I would have time a few hours at night to help tutor or whatnot,@ClarkCountySch i’d like to see where I can jump in and help parents #wfh. I am somewhat tech savvy parents. My youngest just graduated@ I would have time a few hours at night to help tutor or whatnot,"('wfh',)",0,Las Vegas
1554,1554,2020-07-17 17:30:09+00:00,"Zoom launches a line of hardware for home use

https://t.co/HZszxkficI

#DigitalMarketing #wfh #remotework https://t.co/ZAFdfpxbTJ","Zoom launches a line of hardware for home use

apple.news/An3Rm0ftrQKOk_…

#DigitalMarketing #wfh #remotework https://t.co/ZAFdfpxbTJ","('DigitalMarketing', 'wfh', 'remotework')",4,Las Vegas
1555,1555,2020-07-03 03:21:41+00:00,Get Your #WFH Hustle On: Beating Burnout Edition #giveaway #win https://t.co/e0sVwBPwq5,Get Your #WFH Hustle On: Beating Burnout Edition #giveaway #win kingsumo.com/g/twhjnn/get-y…,"('WFH', 'giveaway', 'win')",0,Las Vegas
1556,1556,2020-07-01 19:07:36+00:00,"JJ says it’s hot today @just1nbruce @danibeckstrom @KelseyMarie_TV @GinaCancelliere. Don’t worry tho, he has plenty of H2O and he found his favorite spot. #lasVegasHeat #hotTemps #lasVegas #notSummerYet  #WFH https://t.co/u3Gt1JkBij","JJ says it’s hot today @just1nbruce @danibeckstrom @KelseyMarie_TV @GinaCancelliere. Don’t worry tho, he has plenty of H2O and he found his favorite spot. #lasVegasHeat #hotTemps #lasVegas #notSummerYet  #WFH https://t.co/u3Gt1JkBij","('lasVegasHeat', 'hotTemps', 'lasVegas', 'notSummerYet', 'WFH')",9,Las Vegas
1557,1557,2020-08-24 16:10:04+00:00,"Ladies and gentlemen....meet my lazy co-worker! 🙄🐕🤷🏼‍♀️
.
.
#WFH #wfhlife #yorkiepom #dogsofinstagram #dogs #coworkers #naptime #crazel #hazelnut @ Michaelann Byerly - Your Vegas Home Team https://t.co/jly3CIUJoU","Ladies and gentlemen....meet my lazy co-worker! 🙄🐕🤷🏼‍♀️
.
.
#WFH #wfhlife #yorkiepom #dogsofinstagram #dogs #coworkers #naptime #crazel #hazelnut @ Michaelann Byerly - Your Vegas Home Team instagram.com/p/CERztoPnec2/…","('WFH', 'wfhlife', 'yorkiepom', 'dogsofinstagram', 'dogs', 'coworkers', 'naptime', 'crazel', 'hazelnut')",0,Las Vegas
1558,1558,2020-08-19 15:34:09+00:00,"I work hard so my pup can live good 🤣 Moving is not my favorite, but super excited to have a dedicated #WFH space 🙂 oh! &amp; Woofie finally gets a backyard 🐶💁🏽‍♀️ #WoofsMansion #DivaPup #WoofieWednesday https://t.co/7GBchbzVi1","I work hard so my pup can live good 🤣 Moving is not my favorite, but super excited to have a dedicated #WFH space 🙂 oh! &amp; Woofie finally gets a backyard 🐶💁🏽‍♀️ #WoofsMansion #DivaPup #WoofieWednesday https://t.co/7GBchbzVi1","('WFH', 'WoofsMansion', 'DivaPup', 'WoofieWednesday')",28,Las Vegas
1559,1559,2020-08-17 21:24:28+00:00,If we #WFH any longer then I’m getting a dog. I need someone to talk to 😭,If we #WFH any longer then I’m getting a dog. I need someone to talk to 😭,"('WFH',)",3,Las Vegas
1560,1560,2020-08-13 05:43:36+00:00,".@ShastaMNelson @karagoldin - LOVED this conversation.  Back at my coworking space, @TheCoopCowork - after exclusive #wfh for a while.  Spontaneous patio coffees and cocktail connections are also a thing!  Can always do more , but I express appreciation often. 💜🙏 https://t.co/aq1VQjP1K6",".@ShastaMNelson @karagoldin - LOVED this conversation.  Back at my coworking space, @TheCoopCowork - after exclusive #wfh for a while.  Spontaneous patio coffees and cocktail connections are also a thing!  Can always do more , but I express appreciation often. 💜🙏 twitter.com/karagoldin/sta…","('wfh',)",1,Las Vegas
1561,1561,2020-10-15 15:04:13+00:00,Where’s my work from home chingonas?? Who misses their work comadres? 😩😢 Tag them❤️ #pinchecovid #wfh #workfromhome #comadres #workfriends #chingona https://t.co/JZ5hl4i3vJ,Where’s my work from home chingonas?? Who misses their work comadres? 😩😢 Tag them❤️ #pinchecovid #wfh #workfromhome #comadres #workfriends #chingona https://t.co/JZ5hl4i3vJ,"('pinchecovid', 'wfh', 'workfromhome', 'comadres', 'workfriends', 'chingona')",0,Las Vegas
1562,1562,2021-01-23 18:54:02+00:00,"[VIDEO] Sometimes a picture is worth a thousand words &gt; https://t.co/qUDYW1AZ9U

Instead of being frustrated with #WorkFromHome (#WFH), master it! Make technology your slave—not the other way around! 

#LearnAndTeachOthers™","[VIDEO] Sometimes a picture is worth a thousand words &gt; bit.ly/34r7eFw

Instead of being frustrated with #WorkFromHome (#WFH), master it! Make technology your slave—not the other way around! 

#LearnAndTeachOthers™","('WorkFromHome', 'WFH', 'LearnAndTeachOthers')",0,Las Vegas
1563,1563,2021-01-16 19:14:41+00:00,"[VIDEO] Sometimes a picture is worth a thousand words &gt; https://t.co/qUDYW1AZ9U

We talk #WFH (#WorkFromHome) and get all nerdy. Join us and LEARN! 

#LearnAndTeachOthers™ https://t.co/Qt4nnM5Q27","[VIDEO] Sometimes a picture is worth a thousand words &gt; bit.ly/34r7eFw

We talk #WFH (#WorkFromHome) and get all nerdy. Join us and LEARN! 

#LearnAndTeachOthers™ https://t.co/Qt4nnM5Q27","('WFH', 'WorkFromHome', 'LearnAndTeachOthers')",4,Las Vegas
1564,1564,2021-02-20 21:33:35+00:00,I knew #WFH &amp; #SocialDistancing has put a lot of extra pressure on #journalists . Great report by @Joe_Bartels @KTNV featuring @JeremyChenKTNV https://t.co/wN7H3Kp0Cv,I knew #WFH &amp; #SocialDistancing has put a lot of extra pressure on #journalists . Great report by @Joe_Bartels @KTNV featuring @JeremyChenKTNV youtu.be/qz8N2eFyJ9A,"('WFH', 'SocialDistancing', 'journalists')",1,Las Vegas
1565,1565,2021-02-18 15:30:58+00:00,“I AM a cat.” 🤣That time the journalist’s cat crashed her interview.  Love this so much.  @8NewsNow @NATASPSW #wfh #broadcasting #OnAir #goals #journalism #zoominterviews #funatwork https://t.co/e2dDLiteZh,“I AM a cat.” 🤣That time the journalist’s cat crashed her interview.  Love this so much.  @8NewsNow @NATASPSW #wfh #broadcasting #OnAir #goals #journalism #zoominterviews #funatwork twitter.com/SashaLoftis/st…,"('wfh', 'broadcasting', 'OnAir', 'goals', 'journalism', 'zoominterviews', 'funatwork')",3,Las Vegas
1566,1566,2021-02-03 19:25:02+00:00,"#WFH friends: is your office trash can just filled with food wrappers and containers?

Yeah, me either... 🤦🏽‍♀️

#wednesdaythought #SelfImprovement","#WFH friends: is your office trash can just filled with food wrappers and containers?

Yeah, me either... 🤦🏽‍♀️

#wednesdaythought #SelfImprovement","('WFH', 'wednesdaythought', 'SelfImprovement')",0,Las Vegas
1567,1567,2021-03-29 14:47:11+00:00,@Craig_Sybert @ifyouaskbetty @roamingallowed @StyleLearn @amdchiasson @eGeeking @SimonBlairTrain @caranorth11 @nickfloro @cindyhugg @LightbulbJo @kimlindseyOH Like @Craig_Sybert I have also been 100% #WFH prior to #covid. But my customers weren’t. I had to pivot the way I engage them - instead of traveling to them I now use chime or zoom or teams. Meeting their needs and building trust is a challenge #MyraMonday,@Craig_Sybert @ifyouaskbetty @roamingallowed @StyleLearn @amdchiasson @eGeeking @SimonBlairTrain @caranorth11 @nickfloro @cindyhugg @LightbulbJo @kimlindseyOH Like @Craig_Sybert I have also been 100% #WFH prior to #covid. But my customers weren’t. I had to pivot the way I engage them - instead of traveling to them I now use chime or zoom or teams. Meeting their needs and building trust is a challenge #MyraMonday,"('WFH', 'covid', 'MyraMonday')",6,Las Vegas
1568,1568,2021-03-16 23:14:28+00:00,"Today marks 1 yr of #WFH. It’s been interesting recording videos from my kitchen &amp; working around my neighbors landscaping schedule, but we make it happen! 

Huge thank you to @reviewjournal for allowing us to stay home &amp; stay safe during these times. https://t.co/W2emp7exOg","Today marks 1 yr of #WFH. It’s been interesting recording videos from my kitchen &amp; working around my neighbors landscaping schedule, but we make it happen! 

Huge thank you to @reviewjournal for allowing us to stay home &amp; stay safe during these times. https://t.co/W2emp7exOg","('WFH',)",42,Las Vegas
1569,1569,2021-04-13 01:21:05+00:00,"I think this is my new favorite portable desk. 💭 I wonder what I could put on those 4 drink holders?  

Thoughts from the audience? 

#igloo #WFH #Vegas https://t.co/me3wxghkaZ","I think this is my new favorite portable desk. 💭 I wonder what I could put on those 4 drink holders?  

Thoughts from the audience? 

#igloo #WFH #Vegas https://t.co/me3wxghkaZ","('igloo', 'WFH', 'Vegas')",0,Las Vegas
1570,1570,2021-04-09 15:54:47+00:00,"Make working from anywhere more fun with BTB wherever you are in the Magic City! 

#BigTimeBistro #Sandwiches #Delivery #Foodie #DoorDash #WFH #Work #TGIF #FridayMorning #FridayVibe #WeekendVibes https://t.co/j9RsyKEoqc","Make working from anywhere more fun with BTB wherever you are in the Magic City! 

#BigTimeBistro #Sandwiches #Delivery #Foodie #DoorDash #WFH #Work #TGIF #FridayMorning #FridayVibe #WeekendVibes https://t.co/j9RsyKEoqc","('BigTimeBistro', 'Sandwiches', 'Delivery', 'Foodie', 'DoorDash', 'WFH', 'Work', 'TGIF', 'FridayMorning', 'FridayVibe', 'WeekendVibes')",9,Las Vegas
1571,1571,2021-05-07 14:51:52+00:00,My son delivered a red oleander flower to me this morning.  Definitely one of the perks of #WFH.  Love wins.  Happy weekend colleagues! @StuderEducation https://t.co/hQ4xbPtuG5,My son delivered a red oleander flower to me this morning.  Definitely one of the perks of #WFH.  Love wins.  Happy weekend colleagues! @StuderEducation https://t.co/hQ4xbPtuG5,"('WFH',)",5,Las Vegas
1572,1572,2021-06-11 01:33:05+00:00,"When I want to go to the pool and he has to work - but he still makes time to take a dip before going back to work #summervibes #vegas #digitalnomad #poolside #pool #wfh @ Henderson, Nevada https://t.co/Nnx6Nxl3T4","When I want to go to the pool and he has to work - but he still makes time to take a dip before going back to work #summervibes #vegas #digitalnomad #poolside #pool #wfh @ Henderson, Nevada instagram.com/p/CP9iq4KnTcX/…","('summervibes', 'vegas', 'digitalnomad', 'poolside', 'pool', 'wfh')",1,Las Vegas
1573,1573,2021-07-20 03:47:27+00:00,"Just realized it’s approaching 9pm and I’m in the same spot, wearing the same clothes I woke up in 12 hours ago. Talk about #WFH. 💻","Just realized it’s approaching 9pm and I’m in the same spot, wearing the same clothes I woke up in 12 hours ago. Talk about #WFH. 💻","('WFH',)",8,Las Vegas
1574,1574,2021-07-16 13:46:03+00:00,"My home away from #WFH , @TheCoopCowork in @summerlinlv , featured by @katehouston_tv ! #coworking is growing in popularity. On @8NewsNow with @BerggrenCRE &amp; Brandon. https://t.co/3l0UuBvwwY","My home away from #WFH , @TheCoopCowork in @summerlinlv , featured by @katehouston_tv ! #coworking is growing in popularity. On @8NewsNow with @BerggrenCRE &amp; Brandon. 8newsnow.com/news/local-new…","('WFH', 'coworking')",4,Las Vegas
1575,1575,2021-09-06 16:17:31+00:00,Hey @Twitter peeps who work from home do you know of any union jobs but work from home #wfh,Hey @Twitter peeps who work from home do you know of any union jobs but work from home #wfh,"('wfh',)",0,Las Vegas
1576,1576,2021-10-27 17:36:57+00:00,It’s NEVER too early to expose kids to inspiring ed messages. It is NEVER too early to invite kids to join circles in which listening to life messages that matter are expressed! My #WFH colleague is soaking up both before she hops on the bus for her “work day”at Pre-K. #WRIE https://t.co/5mcee9eZ9H,It’s NEVER too early to expose kids to inspiring ed messages. It is NEVER too early to invite kids to join circles in which listening to life messages that matter are expressed! My #WFH colleague is soaking up both before she hops on the bus for her “work day”at Pre-K. #WRIE https://t.co/5mcee9eZ9H,"('WFH', 'WRIE')",9,Las Vegas
1577,1577,2021-12-06 21:36:55+00:00,Everyday I don’t wear sweats it’s an accomplishment. #WFH #techsales 😂 https://t.co/CpFxivdM6V,Everyday I don’t wear sweats it’s an accomplishment. #WFH #techsales 😂 https://t.co/CpFxivdM6V,"('WFH', 'techsales')",0,Las Vegas
1578,1578,2022-01-25 19:23:17+00:00,"What is your current working structure?

#covid19 #wfh #metaverse #ai #automation #business #digital","What is your current working structure?

#covid19 #wfh #metaverse #ai #automation #business #digital","('covid19', 'wfh', 'metaverse', 'ai', 'automation', 'business', 'digital')",2,Las Vegas
1579,1579,2022-03-08 19:58:26+00:00,"It seems that #hybridwork it is, moving forward. #work #WFH https://t.co/qw8Ev0uYEM","It seems that #hybridwork it is, moving forward. #work #WFH fastcompany.com/90728462/apple…","('hybridwork', 'work', 'WFH')",0,Las Vegas
1580,1580,2020-03-31 21:20:20+00:00,This a great guide if you’re new at remote work! #WFH #COVID19 https://t.co/8ynQ92BkL9,This a great guide if you’re new at remote work! #WFH #COVID19 twitter.com/capiche/status…,"('WFH', 'COVID19')",0,Miami
1581,1581,2020-03-31 17:44:40+00:00,"#COVID19 brought me a lot anxiety &amp; uncertainty, but couldn't affect my work as I'm doing #WFH since last August! 
But feeling very sad that I don't have time to serve the pandemic affected people.😞","#COVID19 brought me a lot anxiety &amp; uncertainty, but couldn't affect my work as I'm doing #WFH since last August! 
But feeling very sad that I don't have time to serve the pandemic affected people.😞","('COVID19', 'WFH')",2,Miami
1582,1582,2020-03-31 01:42:04+00:00,"@evankirstel @IrmaRaste @Thomas_Capone @elenacarstoiu @digitalcloudgal @zkerravala @rtehrani @vdavislee @tbyeaton @StephanieG_ECG @JimHarris #wfh week 2, so number 2 😎","@evankirstel @IrmaRaste @Thomas_Capone @elenacarstoiu @digitalcloudgal @zkerravala @rtehrani @vdavislee @tbyeaton @StephanieG_ECG @JimHarris #wfh week 2, so number 2 😎","('wfh',)",1,Miami
1583,1583,2020-03-30 18:31:05+00:00,Can’t wait to see what little Piper is designing today while working from home. 🐶💻 #westies #wfh https://t.co/E2zn88HCvs,Can’t wait to see what little Piper is designing today while working from home. 🐶💻 #westies #wfh https://t.co/E2zn88HCvs,"('westies', 'wfh')",3,Miami
1584,1584,2020-03-29 17:00:48+00:00,"When you are a huge Tottenham Hotspur fan and also have a little too much time at home these days. #SpursAtHome 

#COYS #SpursWFH #wfhlife #wfh #fun #sundayfunday #Footie https://t.co/CuskfJBE0P","When you are a huge Tottenham Hotspur fan and also have a little too much time at home these days. #SpursAtHome 

#COYS #SpursWFH #wfhlife #wfh #fun #sundayfunday #Footie https://t.co/CuskfJBE0P","('SpursAtHome', 'COYS', 'SpursWFH', 'wfhlife', 'wfh', 'fun', 'sundayfunday', 'Footie')",1,Miami
